,date,time,time_zone,ThreadID1,ThreadID2,MethodID,LogID,LogMS,Content,EventID,EventTemplate
780,2002-04-22,11:37:38:797,CST,16,id=5f72d207,com.ibm.ws.classloading.internal.GatewayBundleFactory,<,start,"Exit
",E8,Exit
781,2002-04-22,11:37:38:797,CST,16,id=69149463,com.ibm.ws.library.internal.SharedLibraryFactory,>,getDelegateClassLoader,"""Entry gateway.bundle.Thread_Context.70_0.0.0 [133]""
",E119,Entry gateway.bundle.Thread_Context.*_* [*]
782,2002-04-22,11:37:38:797,CST,16,id=240691d3,com.ibm.ws.library.internal.LibraryPackageExporter,>,getDelegateClassLoader,"""Entry gateway.bundle.Thread_Context.70_0.0.0 [133]""
",E119,Entry gateway.bundle.Thread_Context.*_* [*]
783,2002-04-22,11:37:38:797,CST,16,id=240691d3,com.ibm.ws.library.internal.LibraryPackageExporter,<,getDelegateClassLoader,"""Exit null""
",E29,Exit *
784,2002-04-22,11:37:38:797,CST,16,id=69149463,com.ibm.ws.library.internal.SharedLibraryFactory,<,getDelegateClassLoader,"""Exit null""
",E29,Exit *
785,2002-04-22,11:37:38:797,CST,16,id=5f72d207,com.ibm.ws.classloading.internal.GatewayBundleFactory,3,The,"""state of started bundle gateway.bundle.Thread_Context.70_0.0.0 [133] is 8""
",E121,state of started bundle gateway.bundle.Thread_Context.*_* [*] is *
786,2002-04-22,11:37:38:797,CST,16,id=00000000,com.ibm.ws.classloading.internal.GatewayClassLoader,>,createGatewayClassLoader,"""Entry {} com.ibm.ws.classloading.internal.GatewayConfigurationImpl@6f6d69f3 org.eclipse.osgi.internal.loader.EquinoxClassLoader@5b62f143[gateway.bundle.Thread_Context.70:0.0.0(id=133)] com.ibm.ws.classloading.internal.CompositeResourceProvider@6a7c0f8""
",E139,Entry * com.ibm.ws.classloading.internal.GatewayConfigurationImpl@* org.eclipse.osgi.internal.loader.EquinoxClassLoader@*[gateway.bundle.Thread_Context.*(id=*)] com.ibm.ws.classloading.internal.CompositeResourceProvider@*
787,2002-04-22,11:37:38:797,CST,16,id=00000000,com.ibm.ws.classloading.internal.GatewayClassLoader,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayConfigurationImpl@6f6d69f3 org.eclipse.osgi.internal.loader.EquinoxClassLoader@5b62f143[gateway.bundle.Thread_Context.70:0.0.0(id=133)] com.ibm.ws.classloading.internal.CompositeResourceProvider@6a7c0f8""
",E140,Entry com.ibm.ws.classloading.internal.GatewayConfigurationImpl@* org.eclipse.osgi.internal.loader.EquinoxClassLoader@*[gateway.bundle.Thread_Context.*(id=*)] com.ibm.ws.classloading.internal.CompositeResourceProvider@*
788,2002-04-22,11:37:38:797,CST,16,id=00000000,com.ibm.ws.classloading.internal.GatewayClassLoader$1,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25""
",E124,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@*
789,2002-04-22,11:37:38:797,CST,16,id=17387d32,com.ibm.ws.classloading.internal.GatewayClassLoader$1,<,<init>,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader$1@17387d32""
",E125,Exit com.ibm.ws.classloading.internal.GatewayClassLoader$*@*
790,2002-04-22,11:37:38:797,CST,16,id=10c05f25,com.ibm.ws.classloading.internal.GatewayClassLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25""
",E126,Exit com.ibm.ws.classloading.internal.GatewayClassLoader@*
791,2002-04-22,11:37:38:798,CST,16,id=10c05f25,com.ibm.ws.classloading.internal.GatewayClassLoader,>,getBundle,"Entry
",E14,Entry
792,2002-04-22,11:37:38:798,CST,16,id=10c05f25,com.ibm.ws.classloading.internal.GatewayClassLoader,<,getBundle,"""Exit gateway.bundle.Thread_Context.70_0.0.0 [133]""
",E117,Exit gateway.bundle.Thread_Context.*_* [*]
793,2002-04-22,11:37:38:798,CST,16,id=00000000,com.ibm.ws.classloading.internal.GatewayClassLoader,<,createGatewayClassLoader,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25""
",E126,Exit com.ibm.ws.classloading.internal.GatewayClassLoader@*
794,2002-04-22,11:37:38:798,CST,16,id=5f72d207,com.ibm.ws.classloading.internal.GatewayBundleFactory,<,createGatewayBundleClassLoader,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25""
",E126,Exit com.ibm.ws.classloading.internal.GatewayClassLoader@*
795,2002-04-22,11:37:38:798,CST,16,id=00000000,com.ibm.ws.classloading.LibertyClassLoader,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25""
",E124,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@*
796,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.LibertyClassLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
797,2002-04-22,11:37:38:798,CST,16,id=00000000,com.ibm.ws.classloading.internal.LibertyLoader,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25""
",E124,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@*
798,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.LibertyLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
799,2002-04-22,11:37:38:798,CST,16,id=00000000,com.ibm.ws.classloading.internal.UnifiedClassLoader,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25 org.eclipse.osgi.internal.loader.EquinoxClassLoader@2cc9a50a[com.ibm.ws.security.jaas.common:1.0.44.cl200920200820-0913(id=70)]""
",E128,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@* org.eclipse.osgi.internal.loader.EquinoxClassLoader@2cc9a50a[com.ibm.ws.security.jaas.common:1.0.44.cl200920200820-0913(id=70)]
800,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.UnifiedClassLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
801,2002-04-22,11:37:38:798,CST,16,id=00000000,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25 org.eclipse.osgi.internal.loader.EquinoxClassLoader@2cc9a50a[com.ibm.ws.security.jaas.common:1.0.44.cl200920200820-0913(id=70)] 70 com.ibm.ws.classloading.internal.ClassLoadingServiceImpl@17a29c0""
",E129,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@* org.eclipse.osgi.internal.loader.EquinoxClassLoader@2cc9a50a[com.ibm.ws.security.jaas.common:1.0.44.cl200920200820-0913(id=70)] 70 com.ibm.ws.classloading.internal.ClassLoadingServiceImpl@17a29c0
802,2002-04-22,11:37:38:798,CST,16,id=10c05f25,com.ibm.ws.classloading.internal.GatewayClassLoader,>,getBundle,"Entry
",E14,Entry
803,2002-04-22,11:37:38:798,CST,16,id=10c05f25,com.ibm.ws.classloading.internal.GatewayClassLoader,<,getBundle,"""Exit gateway.bundle.Thread_Context.70_0.0.0 [133]""
",E117,Exit gateway.bundle.Thread_Context.*_* [*]
804,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
805,2002-04-22,11:37:38:798,CST,16,id=00000000,.ws.classloading.internal.ThreadContextClassLoaderForBundles,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@10c05f25 org.eclipse.osgi.internal.loader.EquinoxClassLoader@2cc9a50a[com.ibm.ws.security.jaas.common:1.0.44.cl200920200820-0913(id=70)] 70 com.ibm.ws.classloading.internal.ClassLoadingServiceImpl@17a29c0""
",E129,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@* org.eclipse.osgi.internal.loader.EquinoxClassLoader@2cc9a50a[com.ibm.ws.security.jaas.common:1.0.44.cl200920200820-0913(id=70)] 70 com.ibm.ws.classloading.internal.ClassLoadingServiceImpl@17a29c0
806,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,.ws.classloading.internal.ThreadContextClassLoaderForBundles,<,<init>,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
807,2002-04-22,11:37:38:798,CST,16,id=017a29c0,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl,<,createTCCL,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
808,2002-04-22,11:37:38:798,CST,16,id=720594e5,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$4,<,createInstance,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
809,2002-04-22,11:37:38:798,CST,16,id=00000000,com.ibm.ws.classloading.internal.util.WeakKeyedRef,>,<init>,"""Entry 70 com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f com.ibm.ws.classloading.internal.util.RefQueue@46e7da91""
",E130,Entry * com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@* com.ibm.ws.classloading.internal.util.RefQueue@*
810,2002-04-22,11:37:38:798,CST,16,id=5bcfae68,com.ibm.ws.classloading.internal.util.WeakKeyedRef,<,<init>,"""Exit com.ibm.ws.classloading.internal.util.WeakKeyedRef@5bcfae68""
",E131,Exit com.ibm.ws.classloading.internal.util.WeakKeyedRef@*
811,2002-04-22,11:37:38:798,CST,16,id=01a03cac,com.ibm.ws.classloading.internal.util.CanonicalStore,<,retrieveOrCreate,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
812,2002-04-22,11:37:38:798,CST,16,id=01a03cac,com.ibm.ws.classloading.internal.util.CanonicalStore,<,retrieveOrCreate,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
813,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,isFor,"""Entry org.eclipse.osgi.internal.loader.EquinoxClassLoader@2cc9a50a[com.ibm.ws.security.jaas.common:1.0.44.cl200920200820-0913(id=70)]""
",E95,Entry org.eclipse.osgi.internal.loader.EquinoxClassLoader@*[com.ibm.ws.security.jaas.common:*-*(id=*)]
814,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,<,isFor,"""Exit true""
",E29,Exit *
815,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,incrementRefCount,"Entry
",E14,Entry
816,2002-04-22,11:37:38:798,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,<,incrementRefCount,"""Exit 1""
",E29,Exit *
817,2002-04-22,11:37:38:798,CST,16,id=017a29c0,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl,<,createThreadContextClassLoader,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
818,2002-04-22,11:37:38:799,CST,16,id=176bbd2f,.ws.classloading.internal.ThreadContextClassLoaderForBundles,>,loadClass,"""Entry com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl false""
",E148,Entry com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl *
819,2002-04-22,11:37:38:799,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,loadClass,"""Entry com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl false""
",E148,Entry com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl *
820,2002-04-22,11:37:38:801,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,<,loadClass,"""Exit class com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl""
",E149,Exit class com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl
821,2002-04-22,11:37:38:801,CST,16,id=176bbd2f,.ws.classloading.internal.ThreadContextClassLoaderForBundles,<,loadClass,"""Exit class com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl""
",E149,Exit class com.ibm.ws.security.authentication.jaas.modules.WSLoginModuleImpl
822,2002-04-22,11:37:38:801,CST,16,id=017a29c0,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl,>,destroyThreadContextClassLoader,"""Entry com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E134,Entry com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
823,2002-04-22,11:37:38:801,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,decrementRefCount,"Entry
",E14,Entry
824,2002-04-22,11:37:38:801,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,cleanup,"Entry
",E14,Entry
825,2002-04-22,11:37:38:801,CST,16,id=00000000,com.ibm.ws.classloading.internal.ThreadContextClassLoader,3,cleanup():,"""Uninstalling bundle location: WSClassLoadingService@Thread Context:70, bundle id: 133""
",E135,"Uninstalling bundle location: WSClassLoadingService@Thread Context:*, bundle id: *"
826,2002-04-22,11:37:38:802,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,"""Entry org.osgi.framework.BundleEvent[source=gateway.bundle.Thread_Context.70_0.0.0 [133]]""
",E118,Entry org.osgi.framework.BundleEvent[source=gateway.bundle.Thread_Context.*_* [*]]
827,2002-04-22,11:37:38:802,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,<,bundleChanged,"Exit
",E8,Exit
828,2002-04-22,11:37:38:802,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,"""Entry org.osgi.framework.BundleEvent[source=gateway.bundle.Thread_Context.70_0.0.0 [133]]""
",E118,Entry org.osgi.framework.BundleEvent[source=gateway.bundle.Thread_Context.*_* [*]]
829,2002-04-22,11:37:38:802,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,<,bundleChanged,"Exit
",E8,Exit
830,2002-04-22,11:37:38:803,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,<,cleanup,"Exit
",E8,Exit
831,2002-04-22,11:37:38:803,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,<,decrementRefCount,"""Exit 0""
",E29,Exit *
832,2002-04-22,11:37:38:803,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,"""Entry org.osgi.framework.BundleEvent[source=gateway.bundle.Thread_Context.70_0.0.0 [133]]""
",E118,Entry org.osgi.framework.BundleEvent[source=gateway.bundle.Thread_Context.*_* [*]]
833,2002-04-22,11:37:38:804,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,<,bundleChanged,"Exit
",E8,Exit
834,2002-04-22,11:37:38:804,CST,16,id=01a03cac,com.ibm.ws.classloading.internal.util.CanonicalStore,>,remove,"""Entry com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@176bbd2f""
",E134,Entry com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
835,2002-04-22,11:37:38:804,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,getKey,"Entry
",E14,Entry
836,2002-04-22,11:37:38:804,CST,16,id=176bbd2f,com.ibm.ws.classloading.internal.ThreadContextClassLoader,<,getKey,"""Exit 70""
",E29,Exit *
837,2002-04-22,11:37:38:804,CST,16,id=01a03cac,com.ibm.ws.classloading.internal.util.CanonicalStore,<,remove,"""Exit true""
",E29,Exit *
838,2002-04-22,11:37:38:804,CST,16,id=017a29c0,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl,<,destroyThreadContextClassLoader,"Exit
",E8,Exit
839,2002-04-22,11:37:38:806,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,"""Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.jaas.common_1.0.44.cl200920200820-0913 [70]]""
",E151,Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.jaas.common_*-* [*]]
840,2002-04-22,11:37:38:806,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,<,bundleChanged,"Exit
",E8,Exit
841,2002-04-22,11:37:38:810,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,"""Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.kerberos.auth_1.0.44.cl200920200820-0913 [72]]""
",E151,Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.kerberos.auth_*-* [*]]
842,2002-04-22,11:37:38:810,CST,11,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,<,bundleChanged,"Exit
",E8,Exit
843,2002-04-22,11:37:38:812,CST,16,id=69149463,com.ibm.ws.library.internal.SharedLibraryFactory,>,getDelegateClassLoader,"""Entry com.ibm.ws.security.quickstart_1.0.44.cl200920200820-0913 [74]""
",E152,Entry com.ibm.ws.security.quickstart_*-* [*]
844,2002-04-22,11:37:38:812,CST,16,id=240691d3,com.ibm.ws.library.internal.LibraryPackageExporter,>,getDelegateClassLoader,"""Entry com.ibm.ws.security.quickstart_1.0.44.cl200920200820-0913 [74]""
",E152,Entry com.ibm.ws.security.quickstart_*-* [*]
